city ,latitude,longitude,sexo,amount_loss,time,year
"Brás",-23.5473182,-46.6069874,1,2600,15:00.0,2012
Jardim Santa Emília,-23.6492881,-46.6023657,0,500,00:00.0,2012
Vila Romana,-23.5230513,-46.6990548,1,1000,00:00.0,2012
República,-23.5466472,-46.6377954,1,1,50:00.0,2012
Jardim Morumbi,-23.608931,-46.7204472,1,5000,00:00.0,2012
Morumbi,-23.6110967,-46.7116604,1,0,40:00.0,2012
Liberdade,-23.5993311,-46.6162524,1,1000,50:00.0,2012
Santa Cecília,-23.5323756,-46.641811,0,1000,00:00.0,2012
Saúde,-23.6250305,-46.631411,1,0,50:00.0,2012
República,-23.5539339,-46.6605158,1,1600,33:00.0,2012
Santa Cecília,-23.5366269,-46.6426054,1,7000,40:00.0,2012
Butantã,-23.5664369,-46.7436822,1,600,01:00.0,2012
Consolação,-23.5480122,-46.6489717,0,100,00:00.0,2012
Butantã,-23.5707513,-46.709849,1,1099,01:00.0,2012
Cursino,-23.6274334,-46.6213663,1,3000,20:00.0,2012
São Paulo,-23.5660685,-46.5750023,0,700,30:00.0,2012
Bela Vista,-23.5607732,-46.6555458,0,0,30:00.0,2012
Indianópolis,-23.6158501,-46.6587875,0,2000,00:00.0,2012
Vila Sônia,-23.5890085,-46.749126,1,30,30:00.0,2012
São Lucas,-23.6028458,-46.5406183,1,800,00:00.0,2012
Cidade Dutra,-23.7100921,-46.6878063,1,1500,30:00.0,2012
Anhanguera,-23.449418,-46.7884945,0,0,01:00.0,2012
Alto de Pinheiros,-23.545795,-46.7019218,1,1000,40:00.0,2012
Rio Pequeno,-23.5781241,-46.7554294,1,40000,00:00.0,2012
Butantã,-23.5838754,-46.7215502,0,0,01:00.0,2012
Jabaquara,-23.6530847,-46.6371853,0,120,40:00.0,2012
Jurubatuba,-23.673779,-46.701673,1,800,30:00.0,2012
Vila Pompeia,-23.531101,-46.6784877,1,600,20:00.0,2012
Saúde,-23.5814298,-46.6390373,0,2500,15:00.0,2012
São Paulo,-23.5381389,-46.5668944,1,1700,30:00.0,2012
Casa Verde,-23.5008037,-46.65227,0,0,30:00.0,2012
"Vila Jaraguá",-23.4633032,-46.753474,1,11000,00:00.0,2012
São Paulo,-23.5654141,-46.651817,1,2400,00:00.0,2012
Sé,-23.5546323,-46.6356656,0,150,00:00.0,2012
São Domingos,-23.5034161,-46.7330639,1,20000,00:00.0,2012
Vila Leopoldina,-23.53105748,-46.72840878,0,0,04:00.0,2012
Moema,-23.60109361,-46.66689214,1,0,56:00.0,2012
Conjunto Habitacional Padre Jose de Anchieta,-23.5517382,-46.4861056,1,500,23:00.0,2012
Capão Redondo,-23.6521355,-46.757231,0,22999,00:00.0,2012
República,-23.5473694,-46.6450275,1,0,45:00.0,2012
"Brás",-23.5462447,-46.60507,1,1,30:00.0,2012
São Paulo,-23.58943,-46.7959033,0,5000,00:00.0,2012
Vila Paiva,-23.5084782,-46.6021834,1,0,00:00.0,2012
Jabaquara,-23.6388073,-46.6460881,1,0,30:00.0,2012
ヴィーラ・アベセ,-23.5531583,-46.4034913,0,37000,00:00.0,2012
Consolação,-23.5527477,-46.6540078,1,0,00:00.0,2012
Travessa J,-23.558154,-46.7249796,1,50,30:00.0,2012
Itaim Bibi,-23.5981506,-46.6779028,0,1900,30:00.0,2012
Centro,-23.5480506,-46.6392214,0,50,30:00.0,2012
Baronesa,-23.6998287,-46.76948,0,2000,15:00.0,2012
Butantã,-23.5751964,-46.7170879,0,4000,00:00.0,2012
Jabaquara,-23.6480374,-46.6496831,0,0,45:00.0,2012
Brasilândia,-23.4591035,-46.6866787,1,1500,00:00.0,2012
Sé,-23.5494799,-46.6385156,0,0,45:00.0,2012
Campos Elíseos,-23.5365414,-46.6425457,1,300,00:00.0,2012
ジャルジン・アンジェラ,-23.6992927,-46.7685562,0,4500,15:00.0,2012
Americanópolis,-23.6692601,-46.6398666,0,20000,45:00.0,2012
Água Branca,-23.5150616,-46.6898157,1,1000,15:00.0,2012
Butantã,-23.5703994,-46.7317827,1,7000,45:00.0,2012
Parque Panamericano,-23.4505181,-46.7265316,0,1000,00:00.0,2012
Consolação,-23.5527729,-46.6593514,1,15000,00:00.0,2012
Bela Vista,-23.5604012,-46.657236,1,300,00:00.0,2012
Santana,-23.5021542,-46.6208671,0,125,30:00.0,2012
Vila Mariana,-23.5825755,-46.6354986,0,2500,00:00.0,2012
Jardim Lilah,-23.6720029,-46.7806951,0,550,00:00.0,2012
Vila Carrão,-23.5510493,-46.5347076,0,1200,45:00.0,2012
São Paulo,-23.5893571,-46.6590476,1,7000,00:00.0,2012
Perdizes,-23.5313473,-46.6779744,1,800,30:00.0,2012
Cidade Monções,-23.6032161,-46.6941102,0,1200,15:00.0,2012
Jardim Santa Terezinha (Zona Leste),-23.5736962,-46.5015663,1,400,30:00.0,2012
Vila Mariana,-23.5916742,-46.6317174,0,200,00:00.0,2012
Parada Inglesa,-23.4813733,-46.6013375,1,2600,00:00.0,2012
Parque Belem,-23.4628763,-46.6838762,1,3000,00:00.0,2012
Vila Santo Estefano,-23.6254879,-46.62844,1,0,15:00.0,2012
Jardim São Paulo,-23.4902855,-46.6182789,1,15.5,00:00.0,2012
Jardim Esmeralda,-23.5785333,-46.7492872,1,0,00:00.0,2012
Vila Mariana,-23.5895167,-46.6348887,1,5,00:00.0,2012
São Paulo,-23.565,-46.7069444,1,0,30:00.0,2012
Vila Guarani (Zona Sul),-23.6304005,-46.6405427,1,700,15:00.0,2012
Bela Vista,-23.5608347,-46.6567892,1,2000,50:00.0,2012
São Paulo,-23.543834,-46.530419,1,500,30:00.0,2012
Vila Marte,-23.620356,-46.5989002,0,200,00:00.0,2012
Jardim Umarizal,-23.6206398,-46.7572878,0,700,00:00.0,2012
Rio Pequeno,-23.5647925,-46.7525008,0,120,00:00.0,2012
Vila Albertina,-23.5024133,-46.6946617,0,1000,00:00.0,2012
Guaianazes,-23.5437324,-46.4024149,1,400,00:00.0,2012
"Vila Nova Curuçá",-23.5196783,-46.4211985,1,25,00:00.0,2012
"Chácara Cruzeiro do Sul",-23.5092003,-46.533264,1,350,30:00.0,2012
Consolação,-23.5548563,-46.6567469,0,3000,00:00.0,2012
Vila do Encontro,-23.6504835,-46.638691,0,2000,30:00.0,2012
Vila Butanta,-23.5668939,-46.7434802,1,200,30:00.0,2012
Jardim Regina,-23.4752222,-46.7432633,0,1500,00:00.0,2012
"Vila Natália",-23.6254371,-46.5984197,0,5000,00:00.0,2012
Cidade São Mateus,-23.5961368,-46.4858355,0,11000,00:00.0,2012
"Brás",-23.5388413,-46.6071817,0,0,15:00.0,2012
Parque da Vila Prudente,-23.5868709,-46.5830184,0,0,00:00.0,2012
Cidade São Mateus,-23.6030072,-46.4777487,1,0,30:00.0,2012
Rua Professor Brito Machado,-23.5410799,-46.4450894,0,0,30:00.0,2012
Residencial Gazzo,-23.2620365,-45.9000556,1,80,15:00.0,2012
Cidade São Mateus,-23.6030072,-46.4777487,1,0,30:00.0,2012
Consolação,-23.555216,-46.6630987,0,800,00:00.0,2012
Butantã,-23.5726719,-46.7080409,1,0,00:00.0,2012
Liberdade,-23.5619562,-46.6332431,1,10000,00:00.0,2012
Moema,-23.5894979,-46.6646751,0,10000,45:00.0,2012
Jardim Dracena,-23.5927129,-46.7602317,1,4000,00:00.0,2012
Vila Andrade,-23.63425018,-46.72597062,0,1,30:00.0,2012
Vila Dalva,-23.5692361,-46.7600963,0,2500,30:00.0,2012
Vila Santo Estefano,-23.6288586,-46.6206534,1,0,30:00.0,2012
Mandaqui,-23.4829312,-46.634925,1,650,15:00.0,2012
Itaim Bibi,-23.5988449,-46.6760378,1,300,00:00.0,2012
Pirituba,-23.4733888,-46.7232053,1,0,30:00.0,2012
Consolação,-23.5509966,-46.647797,0,1200,00:00.0,2012
Guaianazes,-23.5379048,-46.4092327,1,2500,00:00.0,2012
Moinho Velho,-23.5950277,-46.6275536,0,0,15:00.0,2012
Rio Pequeno,-23.5656372,-46.7458737,1,1000,21:00.0,2012
Rio Pequeno,-23.5706232,-46.7416228,1,0,20:00.0,2012
パルケ・パイネイラス,-23.5365208,-46.4751079,0,40,15:00.0,2012
Butantã,-23.5895657,-46.7378616,0,580,15:00.0,2012
São Paulo,-23.592985,-46.589293,0,150,00:00.0,2012
Jardim Helena,-23.4949271,-46.4106387,1,11000,00:00.0,2012
Butantã,-23.5664369,-46.7436822,0,2000,40:00.0,2012
São Paulo,-23.6454934,-46.7244491,1,250,00:00.0,2012
Cidade Ademar,-23.6616785,-46.6454816,1,600,30:00.0,2012
Parque Novo Mundo,-23.5175175,-46.5669042,1,400,43:00.0,2012
Itaim Bibi,-23.5853339,-46.6841958,0,1.5,00:00.0,2012
Vila Plana,-23.6414732,-46.7439005,1,0,00:00.0,2012
Jardim Planalto,-23.60705602,-46.51314341,0,1500,10:00.0,2012
Jardim Paulista,-23.56674268,-46.6516327,0,15,30:00.0,2012
Cambuci,-23.55651077,-46.62509177,0,2000,11:00.0,2012
Liberdade,-23.55804497,-46.63024209,0,0,50:00.0,2012
Tatuapé,-23.5308618,-46.578698,0,0,42:00.0,2012
Cidade Sao Mateus,-23.60872544,-46.48238551,0,7000,00:00.0,2012
Pinheiros,-23.5693014,-46.6875725,0,5000,00:00.0,2012
Jabaquara,-23.6481668,-46.6400929,1,500,30:00.0,2012
Parque Jabaquara,-23.6392803,-46.6537543,1,3000,00:00.0,2012
Jardim Rizzo,-23.5738692,-46.7354347,1,0,00:00.0,2012
Vila Santo Henrique,-23.4941888,-46.5172274,0,9000,00:00.0,2012
Jardim Paulista,-23.5842875,-46.6703158,1,8,00:00.0,2012
Bela Vista,-23.5486171,-46.638992,0,2500,30:00.0,2012
Santa Cecília,-23.5385832,-46.6517428,1,100,00:00.0,2012
Paraíso,-23.5773781,-46.6506913,1,50000,00:00.0,2012
Cidade São Mateus,-23.6017763,-46.4812263,1,300,30:00.0,2012
São Paulo,-23.5558456,-46.6824468,1,200,15:00.0,2012
Parque Monteiro Soares,-23.4900678,-46.6913275,0,3000,30:00.0,2012
"Brás",-23.5384052,-46.6019406,0,900,30:00.0,2012
Jardim Record,-23.5735392,-46.5263181,1,300,00:00.0,2012
Vila do Encontro,-23.6503879,-46.6390309,1,12000,00:00.0,2012
São Paulo,-23.637935,-46.593915,0,1000,00:00.0,2012
Barra Funda,-23.5314398,-46.6564169,1,1000,45:00.0,2012
Liberdade,-23.5682632,-46.6352028,1,298,00:00.0,2012
Vila Madalena,-23.5526339,-46.6873312,0,5,00:00.0,2012
São Paulo,-23.5604363,-46.6314271,0,1500,45:00.0,2012
Jardim América,-23.5713221,-46.6810455,1,10,00:00.0,2012
Vila Arcadia,-23.4986355,-46.7070416,1,1000,30:00.0,2012
Jardim Princesa,-23.4544787,-46.695047,0,6000,00:00.0,2012
Tremembé,-23.4592912,-46.608481,1,150,50:00.0,2012
Rua do Anfiteatro,-23.5594886,-46.7225818,1,2500,30:00.0,2012
Saúde,-23.6151598,-46.6395731,0,600,30:00.0,2012
Liberdade,-23.5703445,-46.6317706,1,3400,18:00.0,2012
Sacomã,-23.6102345,-46.6064938,1,5000,01:00.0,2012
Vila Butanta,-23.5679593,-46.7464774,1,1,00:00.0,2012
Consolacao,-23.5551912,-46.6557097,0,1000,15:00.0,2012
Itaim Paulista,-23.4874152,-46.3822666,1,600,00:00.0,2012
Jardim Aparecida,-23.6919508,-46.6673536,1,4000,00:00.0,2012
Vila Fazzeoni,-23.670157,-46.7754737,1,1500,00:00.0,2012
Vila Verde,-23.5167402,-46.4466183,0,0,00:00.0,2012
Vila Moraes,-23.6292715,-46.6086103,0,500,24:00.0,2012
Parque Cisper,-23.4946831,-46.4912895,0,400,00:00.0,2012
Jabaquara,-23.6366115,-46.645167,0,0,45:00.0,2012
São Paulo,-23.5411071,-46.6389812,1,1999,00:00.0,2012
São Paulo,-23.5563913,-46.6302027,1,400,00:00.0,2012
Vila Prudente,-23.5869831,-46.5802978,1,0,00:00.0,2012
Barra Funda,-23.525824,-46.6716287,1,1900,00:00.0,2012
Vila Buarque,-23.5434129,-46.6475617,1,2200,00:00.0,2012
Jardim Leônidas Moreira,-23.6406276,-46.7791894,1,2500,00:00.0,2012
Vila Prudente,-23.6002792,-46.5768692,1,1500,45:00.0,2012
Vila Leopoldina,-23.5343506,-46.7252273,0,6000,15:00.0,2012
Vila Guilherme,-23.5093611,-46.6032683,1,30,00:00.0,2012
Tatuapé,-23.5512638,-46.5679622,1,0,00:00.0,2012
Vila Marieta,-23.5150293,-46.5224034,1,2000,00:00.0,2012
Tatuapé,-23.5381464,-46.5587795,0,1100,00:00.0,2012
Vila Madalena,-23.5528861,-46.6941622,1,2000,30:00.0,2012
"ヴィーラ・グァラニー (ゾーナ・スー)",-23.6434807,-46.6319432,1,1,30:00.0,2012
Barra Funda,-23.5153742,-46.6883232,1,0,00:00.0,2012
Vila Sônia,-23.6036178,-46.7486435,0,1500,15:00.0,2012
São Paulo,-23.545031,-46.643009,1,1270,00:00.0,2012
Cidade Monções,-23.615099,-46.6840244,0,1600,30:00.0,2012
Jardim Floresta,-23.7387993,-46.7105706,1,2000,00:00.0,2012
São Paulo,-23.571709,-46.696577,0,1500,00:00.0,2012
Vila Mariana,-23.5889895,-46.6347959,0,1500,15:00.0,2012
Jardim Bonfiglioli,-23.5848992,-46.7390741,1,1000,45:00.0,2012
Vila Guilherme,-23.5151295,-46.6128084,0,1000,30:00.0,2012
Pinheiros,-23.5493197,-46.6898712,1,2000,15:00.0,2012
São Paulo,-23.546596,-46.607323,0,1000,00:00.0,2012
Parque do Lago,-23.6902534,-46.7740273,1,1000,00:00.0,2012
Jardim Ângela,-23.6802459,-46.7580805,1,3500,00:00.0,2012
Perdizes,-23.537056,-46.6678101,0,0,30:00.0,2012
Jabaquara,-23.6533651,-46.6574795,1,400,30:00.0,2012
Jardim Andorinhas,-22.920491,-47.0182144,1,2000,15:00.0,2012
Pacaembu,-23.5538471,-46.6712283,0,0,30:00.0,2012
Conjunto Residencial Jose Bonifacio,-23.5531163,-46.433644,0,100,45:00.0,2012
Jardim Inga,-23.6323896,-46.7485618,1,250,15:00.0,2012
Bussocaba,-23.5629203,-46.7836961,1,5500,30:00.0,2012
Jaguare,-23.5460323,-46.7346884,0,0,30:00.0,2012
Rua Agissê,-23.5499502,-46.6901484,0,40000,30:00.0,2012
Vila Guilherme,-23.51281904,-46.60907688,1,2.8,17:00.0,2012
Centro,-23.5428249,-46.6386811,1,0,00:00.0,2012
Vila Mariana,-23.5745494,-46.6447106,0,500,00:00.0,2012
Avenida Iraí,-23.6090723,-46.6648508,1,500,45:00.0,2012
Santana,-23.4875089,-46.6238568,1,0,00:00.0,2012
Casa Verde,-23.5091733,-46.6517397,0,9000,00:00.0,2012
Centro,-23.5359575,-46.6352962,1,1800,30:00.0,2012
Jardim Triana,-23.5338109,-46.5064985,1,16,00:00.0,2012
Vila Zat,-23.476397,-46.7147874,1,500,00:00.0,2012
Jardim Edith,-23.7231483,-46.6858855,1,50,00:00.0,2012
Vila Cordeiro,-23.617431,-46.6913376,1,2500,30:00.0,2012
Tatuapé,-23.5298351,-46.5547222,1,0,00:00.0,2012
Rua Turiassú,-23.5334877,-46.6666007,0,8000,00:00.0,2012
Santana,-23.4912502,-46.6341438,0,600,00:00.0,2012
Parque Oratorio,-23.6347708,-46.5098116,1,1000,00:00.0,2012
Paraíso,-23.5833928,-46.6543544,0,2500,00:00.0,2012
Parque Oratorio,-23.6347293,-46.509743,1,1200,00:00.0,2012
Água Branca,-23.5193793,-46.6890492,1,2000,00:00.0,2012
Jardim Artur Alvim,-23.5274577,-46.4885736,1,25000,00:00.0,2012
Vila Indiana,-23.5695865,-46.7302,0,1,15:00.0,2012
Rio Pequeno,-23.5704005,-46.7508535,1,350,15:00.0,2012
Cantinho do Céu,-23.741763,-46.6607242,1,3000,00:00.0,2012
Centro,-23.5472432,-46.6386198,1,1000,00:00.0,2012
Mooca,-23.5671103,-46.5909975,0,65,30:00.0,2012
Vila Mendes,-23.6080854,-46.5264979,0,400,00:00.0,2012
Aricanduva,-23.5595742,-46.52008262,1,10,00:00.0,2012
Santo Amaro,-23.6551395,-46.7175584,0,2000,00:00.0,2012
Jardim Luso,-23.6887352,-46.6360561,1,350,00:00.0,2012
Parque Bristol,-23.6549664,-46.6092712,1,5000,30:00.0,2012
São Paulo,-23.444223,-46.7328785,1,2500,00:00.0,2012
Consolação,-23.5510254,-46.6553085,1,600,00:00.0,2012
Rio Pequeno,-23.5747992,-46.7655224,0,2000,00:00.0,2012
Consolação,-23.5530551,-46.6571815,1,1500,00:00.0,2012
Ipiranga,-23.6010496,-46.596039,0,0,45:00.0,2012
São Paulo,-23.540627,-46.647502,1,700,00:00.0,2012
Lauzane Paulista,-23.4860711,-46.640399,0,0,23:00.0,2012
Vila Mariana,-23.59309502,-46.63948665,0,700,32:00.0,2012
ヴィーラ・ブラジランジア,-23.4695839,-46.7092354,0,1000,00:00.0,2012
Paraisópolis,-23.6084565,-46.723559,0,1,30:00.0,2012
São Paulo,-23.551865,-46.657589,0,0,30:00.0,2012
Liberdade,-23.5733301,-46.6400687,0,1500,00:00.0,2012
Jardim São Paulo,-23.5643254,-46.4148893,1,15,15:00.0,2012
"Jardim Shangrilá (Zona Sul)",-23.7594586,-46.6676619,1,1800,30:00.0,2012
Vila Firmiano Pinto,-23.5983871,-46.6205843,1,0,00:00.0,2012
"Vila Curuçá",-23.5080717,-46.4291675,1,800,45:00.0,2012
Jardim São Savério,-23.6474169,-46.6103155,1,8000,00:00.0,2012
Vila Matilde,-23.538097,-46.5315354,0,4000,00:00.0,2012
Vila Andrade,-23.6347532,-46.7334695,1,2000,00:00.0,2012
Vila Gomes Cardim,-23.5508871,-46.5655381,1,500,30:00.0,2012
Vila Andrade,-23.6345198,-46.7376397,0,2500,00:00.0,2012
Parque da Vila Prudente,-23.5889101,-46.5816082,0,350,30:00.0,2012
Bom Retiro,-23.5286545,-46.634512,0,1500,30:00.0,2012
Cambuci,-23.5718658,-46.6251964,1,10000,15:00.0,2012
Sacomã,-23.6168694,-46.5982483,1,1300,00:00.0,2012
Vila Progredior,-23.5873178,-46.7189872,1,3000,00:00.0,2012
São Paulo,-23.5838564,-46.7814639,1,800,00:00.0,2012
Vila Ema,-23.5888818,-46.5410809,0,8000,00:00.0,2012
Butantã,-23.5703392,-46.716403,0,25000,00:00.0,2012
Campo Limpo,-23.6485151,-46.763217,0,0,30:00.0,2012
São Paulo,-23.6766777,-46.7928641,1,800,15:00.0,2012
"Cidade Satélite Santa Bárbara",-23.6095372,-46.4621517,1,2000,00:00.0,2012
Vila Mariana,-23.5944991,-46.633653,0,40000,00:00.0,2012
Santo Amaro,-23.6635156,-46.7091927,1,800,00:00.0,2012
Brasilândia,-23.4740004,-46.6765709,1,0,30:00.0,2012
Alto de Pinheiros,-23.5506493,-46.7095207,0,1000,45:00.0,2012
Vila Mariana,-23.5918097,-46.6366792,1,2800,00:00.0,2012
Consolação,-23.5484085,-46.6442484,1,2100,00:00.0,2012
Vila Invernada,-23.5661755,-46.5652432,1,500,45:00.0,2012
Santo Amaro,-23.6655132,-46.71092,0,0,15:00.0,2012
Bela Vista,-23.5578977,-46.6384358,0,3700,45:00.0,2012
Aclimação,-23.5713101,-46.6392335,0,2000,30:00.0,2012
Jardim Luzitania,-23.5936029,-46.6594337,0,0,00:00.0,2012
Liberdade,-23.5578113,-46.6289334,0,0,45:00.0,2012
Consolação,-23.55647904,-46.66492702,0,0,01:00.0,2012
São Paulo,-23.5295519,-46.6766501,0,2000,15:00.0,2012
Lapa de Baixo,-23.51432,-46.7044907,1,450,00:00.0,2012
Parque Santo Antonio,-23.6689427,-46.7561389,1,42000,00:00.0,2012
"Vila Curuçá",-23.5037363,-46.4285599,1,8000,00:00.0,2012
República,-23.5462846,-46.6428533,1,1500,45:00.0,2012
Artur Alvim,-23.5385943,-46.4964211,1,10000,29:00.0,2012
Rio Pequeno,-23.5567427,-46.7398566,1,1000,00:00.0,2012
Centro,-23.5486538,-46.6386268,1,4000,00:00.0,2012
Canindé,-23.5419572,-46.6283384,1,500,00:00.0,2012
Casa Verde Alta,-23.4942272,-46.662863,1,500,45:00.0,2012
Jardim Luzitânia,-23.5931895,-46.6583985,1,5000,00:00.0,2012
Jardim Paulista,-23.5683232,-46.6629421,1,350,52:00.0,2012
Vila Butanta,-23.5672237,-46.7440102,1,2500,07:00.0,2012
Ipiranga,-23.5930165,-46.602451,1,3500,30:00.0,2012
Vila Bauab,-23.5156176,-46.4806905,0,2500,00:00.0,2012
Vila Constança,-23.6718853,-46.6756914,1,6500,30:00.0,2012
Super Quadra Morumbi,-23.6153639,-46.7464837,0,5,45:00.0,2012
Penha de Franca,-23.5314883,-46.534912,0,1900,00:00.0,2012
Jardim Zilda,-23.7754113,-46.6955806,1,1200,00:00.0,2012
Vila Firmiano Pinto,-23.6009717,-46.6198391,0,500,00:00.0,2012
Vila Lisboa,-23.6909641,-46.6980534,1,28000,30:00.0,2012
Limão,-23.50344197,-46.6784861,1,1,35:00.0,2012
Jardim Umarizal,-23.6233116,-46.7601157,1,3500,30:00.0,2012
Jardim Paulista,-23.5693151,-46.6528777,1,40,15:00.0,2012
Vila Paiva,-23.5087016,-46.6021836,1,0,00:00.0,2012
Casa Verde,-23.5107305,-46.6547577,1,0,00:00.0,2012
Itaim Bibi,-23.5876479,-46.6854477,1,2000,00:00.0,2012
Santa Cecília,-23.5384507,-46.6515094,1,20,00:00.0,2012
Vila Azevedo,-23.5405953,-46.5706515,0,0,00:00.0,2012
Vila Mariana,-23.5907543,-46.6345596,1,1500,00:00.0,2012
Tatuapé,-23.5500788,-46.555706,0,33000,13:00.0,2012
Conjunto Habitacional Santa Etelvina II,-23.6086049,-46.4032517,0,250,00:00.0,2012
República,-23.5475639,-46.641475,0,800,15:00.0,2012
Jardim Prudência,-23.6537763,-46.6701025,0,4500,00:00.0,2012
Santana,-23.5178405,-46.6280368,0,20,00:00.0,2012
Consolacao,-23.5562408,-46.6582433,1,0,15:00.0,2012
Pinheiros,-23.5786046,-46.685823,1,35000,15:00.0,2012
Consolação,-23.556679,-46.6585153,1,1300,30:00.0,2012
Jardim Arpoador,-23.5852877,-46.7397768,1,0,45:00.0,2012
São Paulo,-23.5836174,-46.7784991,1,30000,45:00.0,2012
Jardim Pereira Leite,-23.5043269,-46.6763254,1,5000,00:00.0,2012
Butantã,-23.5706183,-46.7185162,0,1099,15:00.0,2012
Cidade Ademar,-23.6583284,-46.6668621,1,1800,00:00.0,2012
Vila Firmiano Pinto,-23.5986435,-46.6213603,0,3000,15:00.0,2012
Vila Romana,-23.5234773,-46.7004042,0,2500,00:00.0,2012
Cidade Monções,-23.6011933,-46.6927388,0,0,00:00.0,2012
Cidade São Francisco,-23.5610785,-46.7507855,0,0,00:00.0,2012
"Brás",-23.5426864,-46.6169095,1,450,30:00.0,2012
Vila Mariana,-23.5721647,-46.6504603,0,1500,45:00.0,2012
Jardim São Paulo,-23.489613,-46.6201292,1,600,15:00.0,2012
Vila Baruel,-23.5110328,-46.6514077,1,250,00:00.0,2012
Jardim Prudência,-23.651127,-46.6718681,1,0,15:00.0,2012
Vila Mariana,-23.597012,-46.6340688,0,0,15:00.0,2012
Vila Gomes,-23.5759382,-46.7301843,1,700,00:00.0,2012
Vila Aricanduva,-23.5663923,-46.5067501,1,700,00:00.0,2012
Vila Firmiano Pinto,-23.6120464,-46.6075737,1,5000,45:00.0,2012
Cidade Mãe do Céu,-23.54937976,-46.57614548,0,900,30:00.0,2012
Parque Jabaquara,-23.63724286,-46.65495683,1,20000,00:00.0,2012
Bela Vista,-23.56017846,-46.65757418,1,4.299,50:00.0,2012
Sapopemba,-23.60374652,-46.52027904,1,3.25,40:00.0,2012
"Chácara Belenzinho",-23.576594,-46.5386759,1,0,00:00.0,2012
Cidade São Francisco,-23.5610749,-46.7507766,1,10000,00:00.0,2012
"Chácara Belenzinho",-23.57661825,-46.5386311,1,3000,32:00.0,2012
Bela Vista,-23.55848084,-46.63884407,1,5,30:00.0,2012
Tatuapé,-23.53106086,-46.57885484,1,0,11:00.0,2012
Vila Sao Luis(Zona Oeste),-23.5705414,-46.7413892,1,0,00:00.0,2012
Vila Sao Luis(Zona Oeste),-23.5706148,-46.7418487,1,0,00:00.0,2012
Jardim Paulista,-23.55836505,-46.66207778,0,4,01:00.0,2012
Brasília,-15.7371591,-47.8865327,1,0,00:00.0,2012
Saúde,-23.6203612,-46.63696796,0,1.2,25:00.0,2012
Vila Sônia,-23.61140725,-46.72800146,0,800,30:00.0,2012
Vila Gomes Cardim,-23.5418935,-46.5672455,1,2500,00:00.0,2012
Paraíso,-23.5780799,-46.6458181,1,8000,45:00.0,2012
Vila Mariana,-23.58049856,-46.63846988,1,600,10:00.0,2012
Vila Tolstoi,-23.6028251,-46.5247911,1,900,15:00.0,2012
Jardim Robru,-23.5306799,-46.4043315,0,600,15:00.0,2012
Jardim Helena,-23.5417968,-46.4278622,0,1500,30:00.0,2012
Santo Amaro,-23.6396858,-46.6948904,0,0,00:00.0,2012
Parque Peruche,-23.4992181,-46.6461254,1,60,00:00.0,2012
Moema,-23.59239188,-46.65146765,1,500,00:00.0,2012
Planalto Paulista,-23.61304756,-46.67097162,0,2000,00:00.0,2012
"Jaraguá",-23.4559063,-46.739874,1,800,00:00.0,2012
Barra Funda,-23.5268583,-46.6739756,0,11000,00:00.0,2012
Bela Vista,-23.5610608,-46.6553841,1,20000,00:00.0,2012
Vila Maria,-23.5076653,-46.5872287,0,1500,45:00.0,2012
Tatuapé,-23.538521,-46.5755017,0,1200,00:00.0,2012
Consolação,-23.5495234,-46.6535593,1,800,45:00.0,2012
Parque Residencial D'abril,-23.5083532,-46.4314192,0,2,15:00.0,2012
Parque Sao Rafael,-23.6179947,-46.4776702,0,0,00:00.0,2012
Parque Residencial D'abril,-23.50654283,-46.43050555,0,3,35:00.0,2012
Vila Medeiros,-23.49257573,-46.59628015,1,200,10:00.0,2012
Vila Itaberaba,-23.4649743,-46.6918616,1,2000,00:00.0,2012
Penha,-23.5312094,-46.544129,0,1700,15:00.0,2012
Paraíso,-23.5757347,-46.645882,1,300,30:00.0,2012
Parque Sonia,-23.5015307,-46.4444892,0,0,00:00.0,2012
Jardim Real,-24.0656681,-46.5624381,1,6000,15:00.0,2012
Vila Roque,-23.47702004,-46.6575807,1,0,30:00.0,2012
Jardim São Luís,-23.6421116,-46.74627105,1,1.4,40:00.0,2012
Vila Olimpia,-23.5985264,-46.6865228,1,10000,00:00.0,2012
Santa Cecilia,-23.5415492,-46.6558179,1,4200,00:00.0,2012
Jardim Rubio,-23.591151,-46.7685848,1,600,45:00.0,2012
Parque Boturussu,-23.5068002,-46.4790077,1,1000,30:00.0,2012
Vila Independencia,-23.5847531,-46.5617943,1,17,00:00.0,2012
Vila Florida,-23.6593197,-46.5970406,1,1000,00:00.0,2012
Vila Darli,-23.58767897,-46.55081369,0,1500,00:00.0,2012
Vila Dalva,-23.5633437,-46.7629463,0,0,00:00.0,2012
Consolação,-23.5562511,-46.6582152,1,800,30:00.0,2012
